,cor_ids,cor_names,cor_ratings,nreviews
785,42214,네이버아이앤에스(주),2.4,73
786,90012,퍼니글루,2.4,30
787,76901,(주)미니게이트,2.4,28
788,248295,(주)아크릴,2.4,22
789,308865,(주)티쿤글로벌,2.4,64
790,90942,디지털즈(주),2.4,22
791,94064,모렌소프트(주),2.4,22
792,76826,미디어포스원(주),2.4,77
793,22111,아주아이티(주),2.4,22
794,62638,엔씨아이티에스(주),2.4,39
795,58813,이씨이십일(주),2.4,273
796,49297,필링크(주),2.4,121
797,70310,(주)시큐브,2.4,98
798,287825,(주)예람,2.4,34
799,89928,(주)옐로모바일,2.4,106
800,59631,(주)유텍,2.4,23
801,55861,(주)주인정보시스템,2.4,34
802,74324,비트러스트(주),2.4,37
803,88862,이케이(주) ,2.4,20
804,55274,지엠솔루션(주),2.4,46
805,91089,콤위즈(주),2.4,20
806,78116,(주)마상소프트,2.3,59
807,67538,(주)아이티뱅크,2.3,32
808,321685,(주)와그,2.3,74
809,59775,(주)유웨이어플라이,2.3,86
810,64484,엔미디어플랫폼(주),2.3,47
811,79517,(주)디지아이,2.3,30
812,41245,(주)바이오닉스진,2.3,49
813,82617,다하미커뮤니케이션즈(주),2.3,57
814,95021,바이텍정보통신(주),2.3,27
815,88153,삼양데이타시스템(주),2.3,64
816,67549,아이티네이드(주),2.3,33
817,90306,이트라이브(주),2.3,123
818,53630,케이사인(주),2.3,64
819,84909,(주)그린웍스,2.3,63
820,74312,(주)비트컴퓨터,2.3,144
821,59538,(주)유호스트,2.3,66
822,307932,(주)포워드퓨처,2.3,38
823,86037,갈라랩(주),2.3,50
824,71415,소셜네트워크(주),2.3,25
825,64563,엑스소프트(주),2.3,22
826,59344,이노디스(주),2.3,28
827,59283,이노스파크(주),2.3,38
828,89653,지오시스지마켓,2.3,22
829,7550,케이웨더(주),2.3,68
830,92284,(주)다날엔터테인먼트,2.3,58
831,92862,(주)리앙커뮤니케이션즈,2.3,32
832,90780,메뉴판닷컴(주),2.3,45
833,87151,아이피그룹(주),2.3,108
834,94824,이노아이(주),2.3,71
835,83370,(주)노크노크,2.3,54
836,215470,(주)신라시스템,2.3,23
837,85705,경봉(주),2.3,23
838,34103,모우인터렉티브(주),2.3,27
839,89579,세종텔레콤(주),2.3,73
840,67897,아이앤티시스템(주),2.3,20
841,90895,와이에스케이미디어(주),2.3,20
842,49219,하나아이앤에스(주),2.3,117
843,75094,(주)브이더블유,2.3,28
844,65352,(주)에어패스,2.3,34
845,47780,(주)핸디소프트,2.3,76
846,86897,대교에듀캠프(주),2.3,63
847,78622,루노소프트(주),2.3,24
848,86999,리파인(주),2.3,65
849,6848,크림하우스(주),2.3,34
850,50942,티쓰리엔터테인먼트(주),2.3,62
851,4652,퓨렌스(주),2.3,163
852,47010,휴먼아이티에스(주),2.3,24
853,68339,(주)아스템즈,2.3,116
854,60747,(주)웹이즈,2.3,97
855,58112,(주)인밸류비즈,2.3,32
856,15402,유넷시스템(주),2.3,50
857,13637,이지웰페어(주),2.3,248
858,7419,코나아이(주),2.3,215
859,50048,포인트모바일(주),2.3,47
860,92871,(주)메타넷에스엔씨,2.3,41
861,64548,(주)엑스큐어넷,2.3,51
862,60634,(주)위메이드,2.3,220
863,22754,아바드(주),2.3,30
864,12518,잘만테크(주),2.3,26
865,90987,지오니드커뮤니케이션(주),2.3,30
866,87371,컴파트너스(주),2.3,122
867,90475,크레이지다이아몬드(주),2.3,22
868,85041,(주)곰앤컴퍼니,2.3,135
869,76423,(주)민커뮤니케이션,2.3,35
870,205020,(주)이지닉스,2.3,38
871,57738,(주)인포바인,2.3,38
872,49101,(주)하우리,2.3,43
873,77026,바나플(유),2.3,27
874,65224,에이쓰리시큐리티(주),2.3,139
875,58828,이씨마이너(주),2.3,27
876,90425,한국옐로우페이지(주),2.3,23
877,90259,(주)엠피알디,2.3,36
878,57892,(주)인터메이저,2.3,53
879,49588,(주)플레이위드,2.3,53
880,80053,디노밴네트웍스(주),2.3,20
881,25500,슈어엠(주),2.3,105
882,48478,한네트(주),2.3,24
883,89941,(주)디스이즈게임닷컴,2.2,29
884,114074,(주)디오티스,2.2,21
885,71233,(주)솔바테크놀러지,2.2,25
886,54689,(주)차케어스,2.2,58
887,79448,디지털플러스시스템(주),2.2,59
888,33682,미디어젠(주),2.2,82
889,30834,비플라이소프트(주),2.2,72
890,19853,엔쓰리엔(주),2.2,67
891,14721,유플리트(주),2.2,71
892,87300,이패스씨앤아이(주),2.2,21
893,92889,트럼피아(주),2.2,21
894,89830,(주)블루웹,2.2,48
895,119512,(주)쿠프마케팅,2.2,93
896,91935,(주)팍스넷,2.2,77
897,231551,(주)포비즈코리아,2.2,61
898,36480,디에스글로벌(주),2.2,39
899,69527,싸이웍스(주),2.2,39
900,269106,에쓰오씨소프트(주),2.2,22
901,55641,(주)지노시스템,2.2,46
902,9814,지오시스(유),2.2,245
903,61984,(주)와이디온라인,2.2,111
904,50968,티비스톰(주),2.2,38
905,49976,폴리큐브(주),2.2,58
906,65303,(주)에이블정보기술,2.2,20
907,78975,레디코리아(주),2.2,45
908,116308,아이디노(주),2.2,20
909,75930,(주)버텍스아이디,2.2,47
910,290242,(주)이츠엠,2.2,21
911,44578,교육지대(주),2.2,42
912,82549,닷네임코리아(주),2.2,73
913,13708,이제너두(주),2.2,52
914,11424,제이큐브인터랙티브(주),2.2,26
915,68745,(주)씨케이앤비,2.2,71
916,64641,(주)에프엑스기어,2.2,28
917,95839,(주)오케이토마토,2.2,39
918,60893,(주)웨어밸리,2.2,33
919,124397,(주)유알피시스템,2.2,45
920,36907,두루이디에스(주),2.2,39
921,74140,사이넷(주),2.2,39
922,69578,심네트(주),2.2,44
923,67598,아이퀘스트(주),2.2,55
924,87492,한국콤파스(주),2.2,22
925,67856,(주)아이에스이커머스,2.2,178
926,50263,(주)페이게이트,2.2,30
927,42677,낙스넷(주),2.2,29
928,83846,네비웍스(주),2.2,109
929,77882,매스코(주),2.2,30
930,34091,모젼스랩(주),2.2,46
931,76815,(주)미라지웍스,2.2,62
932,52593,(주)코텍,2.2,122
933,63920,(주)키위컴퍼니,2.2,184
934,70468,시도우(주),2.2,44
935,90497,(주)게이즈,2.2,27
936,81431,(주)더아이엠씨,2.2,27
937,91950,(주)와일리,2.2,80
938,59506,(주)윤커뮤니케이션즈,2.2,55
939,80172,드래곤플라이(주),2.2,132
940,73001,서울스탠다드(주),2.2,48
941,66603,앱디스코(주),2.2,26
942,49816,퓨즈(주),2.2,67
943,87459,피디시스템(주),2.2,34
944,59369,(주)이너버스,2.1,29
945,13048,인프라닉스(주),2.1,21
946,84120,(주)나우드림,2.1,23
947,53776,(주)컴트루테크놀로지,2.1,98
948,309987,옐로오투오(주),2.1,232
949,62666,(주)오더,2.1,52
950,86875,네오싸이언(주),2.1,130
951,89982,애니게이트(주),2.1,34
952,60674,위두커뮤니케이션즈(주),2.1,66
953,59945,유시스(주),2.1,26
954,53285,케이원정보통신(주),2.1,135
955,92763,텔레웍스(주),2.1,43
956,87449,퓨처텍(주),2.1,25
957,86736,(주)미디어윌네트웍스,2.1,145
958,84463,기분좋은커뮤니케이션(주),2.1,27
959,79529,디젠(주),2.1,47
960,53227,케이지이니시스(주),2.1,250
961,206538,(주)오토소프트,2.1,136
962,48668,(주)한국이디에스,2.1,63
963,62512,오상테크놀로지(주),2.1,20
964,91220,제이투엔(주),2.1,21
965,71364,(주)소프트넷,2.1,35
966,91072,(주)에넥스텔레콤,2.1,35
967,68978,씨에이에스(주),2.1,93
968,21282,어니컴(주),2.1,175
969,56807,제로웹(주),2.1,316
970,82773,(주)다우인큐브,2.1,36
971,89371,웹커뮤니티(주),2.1,24
972,47482,혜만테크(주),2.1,24
973,89305,미디어포스앤컴퍼니(주),2.1,46
974,57685,인피닉(주),2.1,397
975,55717,중외정보기술(주),2.1,81
976,51029,트리플래닛(주),2.1,27
977,89791,푸르넷닷컴(주),2.1,30
978,91416,(주)밸로프,2.1,51
979,80149,드림미즈(주),2.1,34
980,95080,인포젠(주),2.1,31
981,59525,(주)윤디자인그룹,2.1,78
982,55222,(주)지오소프트,2.1,22
983,87526,(주)헬로인사,2.1,65
984,94627,네티브(주),2.1,77
985,76977,문피아(주),2.1,22
986,87189,에이취큐텍(주),2.1,62
987,87416,티에이나인(주),2.1,22
988,66651,(주)앤썸앤컴퍼니,2.0,23
989,53152,(주)케이티이노에듀,2.0,69
990,80258,두올테크(주),2.0,45
991,23471,씨씨알(주),2.0,28
992,87209,엘엔케이로직코리아(주),2.0,53
993,57111,전자조달연구원(주),2.0,25
994,56962,정원엔시스(주),2.0,28
995,93291,(주)조아라,2.0,40
996,91763,뉴리버,2.0,33
997,156883,트래포트(주),2.0,32
998,42063,노츠(주),2.0,62
999,92301,마준소프트(주),2.0,27
1000,76849,미디어솔루션(주),2.0,32
1001,74254,빅스타글로벌(주),2.0,20
1002,90350,센텀소프트(주),2.0,27
1003,25513,쉬프트정보통신(주),2.0,38
1004,60284,유니와이드테크놀러지(주),2.0,21
1005,58804,이아이랩(주),2.0,22
1006,58495,이우소프트(주),2.0,27
1007,2856,한길씨앤씨(주),2.0,33
1008,4267,필아이티(주),2.0,76
1009,58388,(주)이지서티,2.0,127
1010,57744,(주)인포렉스,2.0,44
1011,77922,(주)맑음,2.0,31
1012,322798,(주)아이콘루프,2.0,70
1013,75005,블루사이드(주),2.0,31
1014,23399,씨앤토트플러스(주),2.0,77
1015,57191,재능이아카데미(주),2.0,59
1016,50923,티아이스퀘어(주),2.0,62
1017,79338,딜리(주),2.0,72
1018,90365,에스프리즘(주),2.0,48
1019,63990,엘비씨소프트(주),2.0,54
1020,47326,(주)피닉스다트,2.0,152
1021,61852,와이즈스톤(주),2.0,279
1022,60762,웹솔루스(주),2.0,55
1023,94543,제이에스씨(주),2.0,22
1024,2879,한국후지제록스정보시스템(주),2.0,21
1025,30341,삼미정보시스템(주),1.9,51
1026,25311,스탠다드네트웍스(주),1.9,33
1027,49658,에프지아이(주),1.9,34
1028,313799,옴니피앤씨(주),1.9,32
1029,90819,(주)비욘드엠,1.9,43
1030,92073,(주)비젠소프트,1.9,75
1031,60596,위자드랩(주),1.9,89
1032,78559,(주)루키스,1.9,71
1033,89303,(주)하누리티엔,1.9,26
1034,75149,브레이브이노베이션(주),1.9,90
1035,21458,앤시정보기술(주),1.9,36
1036,89755,(주)소프톤엔터테인먼트 ,1.9,46
1037,87297,(주)이비카드,1.9,35
1038,92264,(주)코이스,1.9,180
1039,92244,(주)톨레미시스템,1.9,56
1040,90265,비스톤스(주),1.9,46
1041,86113,(주)가온스,1.9,21
1042,83479,넷블루(주),1.9,20
1043,42077,노아에스앤씨(주),1.9,63
1044,60427,윌비솔루션(주),1.9,21
1045,88650,이엠디넷,1.9,48
1046,79450,디지털프로그(주),1.9,54
1047,94680,브라이어스(주),1.9,37
1048,58223,(주)유니콤넷,1.9,49
1049,93682,메이븐코리아(주),1.9,25
1050,89788,에이브랜드,1.9,42
1051,70157,신비웹(주),1.9,30
1052,308662,이노포스커뮤니케이션즈(주),1.9,31
1053,64197,엔키소프트(주),1.9,29
1054,60546,위지언(주),1.9,71
1055,89804,퍼스트데이터코리아(유),1.9,84
1056,50067,포위드닷컴(주),1.9,21
1057,58264,(주)이토마토,1.9,85
1058,78681,로코모(주),1.9,33
1059,49823,퓨전데이타(주),1.9,53
1060,94195,(주)무브게임즈,1.8,56
1061,93515,(주)아트웍스코리아,1.8,79
1062,78359,리얼디스퀘어(주),1.8,25
1063,69161,씨아이에스텍(주),1.8,37
1064,63001,영우씨엔아이(주),1.8,25
1065,311755,(주)인터스텔라,1.8,111
1066,19844,엔씨티,1.8,65
1067,91517,지니프릭스(주),1.8,58
1068,349602,(주)티디아이,1.8,45
1069,67665,아이젝스(주),1.8,68
1070,275710,위너스톡(주),1.8,22
1071,94194,큐브앤큐브(주),1.8,34
1072,81179,(주)델타텍코리아,1.8,42
1073,74446,(주)비즈머스,1.8,21
1074,60692,위닉스정보(주),1.8,32
1075,7498,케이투웹테크(주),1.8,21
1076,26015,솔루피아(주),1.8,20
1077,58957,이비즈네트웍스(주),1.8,55
1078,58502,이와이드플러스(주),1.8,89
1079,64274,(주)엔이에스,1.8,28
1080,96736,(주)힙합퍼,1.8,57
1081,84247,나라비전(주),1.8,28
1082,81246,데이터스트림즈(주),1.8,152
1083,71197,솔트웍스(주),1.8,77
1084,55621,(주)에스와이소프트,1.8,106
1085,90510,디지털원(주),1.8,39
1086,31230,비네트(주),1.8,29
1087,53027,코디얼(주),1.8,25
1088,89583,코스코이(주),1.8,55
1089,49815,퓨즈와이어(주),1.8,55
1090,89452,스포티비(주),1.7,120
1091,64555,엑스오비스(주),1.7,27
1092,53244,케이지모빌리언스(주),1.7,153
1093,81241,데이터코어시스템즈(주),1.7,25
1094,67866,아이에스에프넷코리아(주),1.7,74
1095,45408,계영티앤아이(주),1.7,31
1096,58869,이스톰(주),1.7,26
1097,92439,이지스커뮤니케이션즈(주),1.7,25
1098,58361,(주)이지원인터넷서비스,1.7,42
1099,23461,씨아이씨라이프(주),1.7,70
1100,61419,우암코퍼레이션(주),1.7,29
1101,50026,포켓몬코리아(주),1.7,59
1102,79805,디에이아이오(주),1.7,20
1103,94526,한경닷컴(주) bnt뉴스,1.6,79
1104,337951,유진아이티서비스(주),1.6,20
1105,56373,제이컴정보(주),1.6,25
1106,50094,포씨소프트(주),1.6,70
1107,308860,(주)워터정보,1.6,86
1108,87262,웨이브홀딩스(주),1.6,32
1109,89257,위즈그룹(주),1.6,156
1110,92670,로킷(주),1.6,71
1111,81255,(주)데이타메이션,1.6,54
1112,69471,써브나라(주),1.6,27
1113,92519,위니웍스(주),1.6,31
1114,15548,위쉬정보기술(주),1.6,42
1115,85388,공영디비엠(주),1.5,30
1116,59946,(주)유시스,1.5,23
1117,58284,이클리어인터내셔날(주),1.5,21
1118,93388,헤이코리안(주),1.5,47
1119,90756,(주)준인터,1.4,49
1120,58057,인섹시큐리티(주),1.4,21
1121,165229,아이리시스(주),1.4,24
1122,61169,원더풀소프트(주),1.3,26
1123,71842,(주)세이퍼존,1.3,38
1124,90354,디자인커뮤니케이션(주),1.3,81
1125,58779,이암허브(주),1.2,20
